0.503333333333333 bow 1 0
0.496666666666667 bow 2 0
0.526666666666667 bow 3 0
0.473333333333333 bow 4 0
0.436666666666667 bow 5 0
0.446666666666667 bow 6 0
0.51 bow 7 0
0.54 bow 8 0
0.533333333333333 bow 9 0
0.5 bow 10 0
0.52 bow 11 0
0.543333333333333 bow 12 0
0.51 bow 13 0
0.496666666666667 bow 14 0
0.48 bow 15 0
0.446666666666667 bow 16 0
0.506666666666667 bow 17 0
0.47 bow 18 0
0.53 bow 19 0
0.506666666666667 bow 20 0
0.446666666666667 edit 1 0
0.453333333333333 edit 2 0
0.473333333333333 edit 3 0
0.503333333333333 edit 4 0
0.493333333333333 edit 5 0
0.45 edit 6 0
0.45 edit 7 0
0.533333333333333 edit 8 0
0.503333333333333 edit 9 0
0.483333333333333 edit 10 0
0.51 edit 11 0
0.456666666666667 edit 12 0
0.513333333333333 edit 13 0
0.5 edit 14 0
0.523333333333333 edit 15 0
0.49 edit 16 0
0.5 edit 17 0
0.51 edit 18 0
0.443333333333333 edit 19 0
0.396666666666667 edit 20 0
0.493333333333333 bow 1 0.01
0.533333333333333 bow 2 0.01
0.536666666666667 bow 3 0.01
0.493333333333333 bow 4 0.01
0.53 bow 5 0.01
0.513333333333333 bow 6 0.01
0.5 bow 7 0.01
0.486666666666667 bow 8 0.01
0.463333333333333 bow 9 0.01
0.51 bow 10 0.01
0.52 bow 11 0.01
0.476666666666667 bow 12 0.01
0.546666666666667 bow 13 0.01
0.476666666666667 bow 14 0.01
0.566666666666667 bow 15 0.01
0.49 bow 16 0.01
0.486666666666667 bow 17 0.01
0.536666666666667 bow 18 0.01
0.503333333333333 bow 19 0.01
0.463333333333333 bow 20 0.01
0.526666666666667 edit 1 0.01
0.543333333333333 edit 2 0.01
0.5 edit 3 0.01
0.523333333333333 edit 4 0.01
0.5 edit 5 0.01
0.543333333333333 edit 6 0.01
0.523333333333333 edit 7 0.01
0.49 edit 8 0.01
0.486666666666667 edit 9 0.01
0.473333333333333 edit 10 0.01
0.56 edit 11 0.01
0.456666666666667 edit 12 0.01
0.556666666666667 edit 13 0.01
0.513333333333333 edit 14 0.01
0.513333333333333 edit 15 0.01
0.5 edit 16 0.01
0.493333333333333 edit 17 0.01
0.506666666666667 edit 18 0.01
0.586666666666667 edit 19 0.01
0.583333333333333 edit 20 0.01
0.506666666666667 bow 1 0.02
0.493333333333333 bow 2 0.02
0.603333333333333 bow 3 0.02
0.51 bow 4 0.02
0.49 bow 5 0.02
0.526666666666667 bow 6 0.02
0.556666666666667 bow 7 0.02
0.526666666666667 bow 8 0.02
0.54 bow 9 0.02
0.563333333333333 bow 10 0.02
0.543333333333333 bow 11 0.02
0.523333333333333 bow 12 0.02
0.496666666666667 bow 13 0.02
0.506666666666667 bow 14 0.02
0.553333333333333 bow 15 0.02
0.523333333333333 bow 16 0.02
0.516666666666667 bow 17 0.02
0.506666666666667 bow 18 0.02
0.5 bow 19 0.02
0.516666666666667 bow 20 0.02
0.496666666666667 edit 1 0.02
0.543333333333333 edit 2 0.02
0.53 edit 3 0.02
0.526666666666667 edit 4 0.02
0.55 edit 5 0.02
0.536666666666667 edit 6 0.02
0.516666666666667 edit 7 0.02
0.503333333333333 edit 8 0.02
0.573333333333333 edit 9 0.02
0.506666666666667 edit 10 0.02
0.516666666666667 edit 11 0.02
0.59 edit 12 0.02
0.553333333333333 edit 13 0.02
0.5 edit 14 0.02
0.496666666666667 edit 15 0.02
0.476666666666667 edit 16 0.02
0.52 edit 17 0.02
0.556666666666667 edit 18 0.02
0.51 edit 19 0.02
0.513333333333333 edit 20 0.02
0.516666666666667 bow 1 0.03
0.523333333333333 bow 2 0.03
0.523333333333333 bow 3 0.03
0.523333333333333 bow 4 0.03
0.533333333333333 bow 5 0.03
0.513333333333333 bow 6 0.03
0.496666666666667 bow 7 0.03
0.58 bow 8 0.03
0.56 bow 9 0.03
0.443333333333333 bow 10 0.03
0.55 bow 11 0.03
0.53 bow 12 0.03
0.54 bow 13 0.03
0.506666666666667 bow 14 0.03
0.58 bow 15 0.03
0.513333333333333 bow 16 0.03
0.56 bow 17 0.03
0.53 bow 18 0.03
